#Spectrum,5/15/2015 5:43:06 PM
#Experiment,Comb 10 MHz - ShortCable - 10dB att - LongCable - SpectrumAnalyser
#Reference Level,-10
#Resolution Bandwidth,1000000
#RBW Window Type,Kaiser
#Function,Average
#Detection,Average
#Trace 1,
#NumberPoints,10401
#XStart,5000000
#XStop,2.60500E+09
5.00,-84.48310852
5.25,-84.41116333
5.50,-84.55040741
5.75,-84.78302002
6.00,-85.01725006
6.25,-85.20744324
6.50,-85.21826172
6.75,-84.87825012
7.00,-84.3031311
7.25,-83.83805847
7.50,-83.68489075
7.75,-83.84057617
8.00,-81.62529755
8.25,-66.96169281
8.50,-54.06371689
8.75,-44.19227219
9.00,-36.66833496
9.25,-31.10080147
9.50,-27.25780106
9.75,-25.00136948
10.00,-24.25756073
10.25,-25.00298309
10.50,-27.26079941
10.75,-31.1042366
11.00,-36.66902542
11.25,-44.17855453
11.50,-53.98667526
11.75,-66.58062744
12.00,-80.66947937
12.25,-84.81821442
12.50,-84.75054169
12.75,-84.5562439
13.00,-84.53607941
13.25,-84.88549042
13.50,-85.5056839
13.75,-85.92731476
14.00,-85.71763611
14.25,-85.09025574
14.50,-84.58078766
14.75,-84.50137329
15.00,-84.85219574
15.25,-85.31809235
15.50,-85.4571991
15.75,-85.28022003
16.00,-85.23453522
16.25,-85.55652618
16.50,-86.05272675
16.75,-86.35613251
17.00,-86.35973358
17.25,-86.22730255
17.50,-86.10301971
17.75,-86.09001923
18.00,-85.70191193
18.25,-77.47584534
18.50,-65.34664917
18.75,-55.5827179
19.00,-48.08789444
19.25,-42.53116608
19.50,-38.69341278
19.75,-36.44036102
20.00,-35.69944
20.25,-36.44788742
20.50,-38.7094841
20.75,-42.55870056
21.00,-48.13495636
21.25,-55.67541885
21.50,-65.59017944
21.75,-78.42642975
22.00,-87.33118439
22.25,-86.61384583
22.50,-85.9161911
22.75,-85.49656677
23.00,-85.22206879
23.25,-84.81002808
23.50,-84.0352478
23.75,-83.10308838
24.00,-82.54403687
24.25,-82.73590851
24.50,-83.72618866
24.75,-85.23336029
25.00,-86.6835022
25.25,-87.51264191
25.50,-87.67079926
25.75,-87.53653717
26.00,-87.34009552
26.25,-87.00957489
26.50,-86.47847748
26.75,-85.90517426
27.00,-85.51921082
27.25,-85.3890686
27.50,-85.35807037
27.75,-85.24858856
28.00,-82.23764038
28.25,-67.22386169
28.50,-54.2788353
28.75,-44.3901825
29.00,-36.85950089
29.25,-31.28900337
29.50,-27.4444809
29.75,-25.18713951
30.00,-24.44278526
30.25,-25.1880188
30.50,-27.44626808
30.75,-31.29164696
31.00,-36.86278534
31.25,-44.39292908
31.50,-54.27555466
31.75,-67.18876648
32.00,-82.05106354
32.25,-84.67210388
32.50,-84.52149963
32.75,-84.60570526
33.00,-84.93074036
33.25,-85.43901825
33.50,-85.82480621
33.75,-85.84798431
34.00,-85.79000854
34.25,-86.01426697
34.50,-86.40369415
34.75,-86.46616364
35.00,-86.10379791
35.25,-85.80799866
35.50,-85.90799713
35.75,-86.25808716
36.00,-86.53205109
36.25,-86.68670654
36.50,-86.83907318
36.75,-86.90720367
37.00,-86.77996826
37.25,-86.52599335
37.50,-86.28400421
37.75,-86.25189209
38.00,-86.12822723
38.25,-77.24307251
38.50,-64.5976181
38.75,-54.6929245
39.00,-47.14884186
39.25,-41.57138824
39.50,-37.72333527
39.75,-35.46419525
40.00,-34.71889114
40.25,-35.46349716
40.50,-37.72065353
40.75,-41.56311798
41.00,-47.12532806
41.25,-54.62667847
41.50,-64.39606476
41.75,-76.51713562
42.00,-84.9952774
42.25,-85.46969604
42.50,-85.21401215
42.75,-84.97638702
43.00,-84.74042511
43.25,-84.44174194
43.50,-84.11190033
43.75,-83.97227478
44.00,-84.26547241
44.25,-85.03982544
44.50,-85.98492432
44.75,-86.45131683
45.00,-86.20230103
45.25,-85.77833557
45.50,-85.63497925
45.75,-85.8261795
46.00,-86.19566345
46.25,-86.51345062
46.50,-86.60079956
46.75,-86.48451233
47.00,-86.33492279
47.25,-86.24078369
47.50,-86.14334106
47.75,-85.96926117
48.00,-81.97515869
48.25,-67.11942291
48.50,-54.35314941
48.75,-44.51138306
49.00,-36.99461746
49.25,-31.42885399
49.50,-27.58626366
49.75,-25.32990074
50.00,-24.58622169
50.25,-25.3321228
50.50,-27.59115601
50.75,-31.43760872
51.00,-37.01029205
51.25,-44.54236984
51.50,-54.42570114
51.75,-67.31620789
52.00,-81.69907379
52.25,-84.37091827
52.50,-84.86711121
52.75,-85.59200287
53.00,-86.2861557
53.25,-86.69082642
53.50,-86.74819946
53.75,-86.73081207
54.00,-86.91062164
54.25,-87.26435089
54.50,-87.49976349
54.75,-87.39073944
55.00,-87.07077026
55.25,-86.78030396
55.50,-86.55751801
55.75,-86.28987885
56.00,-85.92037964
56.25,-85.55264282
56.50,-85.36695862
56.75,-85.44287109
57.00,-85.64108276
57.25,-85.70542145
57.50,-85.55086517
57.75,-85.30953979
58.00,-84.4040451
58.25,-75.6335907
58.50,-63.3596611
58.75,-53.53138733
59.00,-46.0069313
59.25,-40.4354248
59.50,-36.58942413
59.75,-34.33122253
60.00,-33.58676529
60.25,-34.33274841
60.50,-36.59265137
60.75,-40.440979
61.00,-46.01691437
61.25,-53.55369568
61.50,-63.42684937
61.75,-75.87469482
62.00,-84.62519073
62.25,-85.47172546
62.50,-85.85923004
62.75,-86.30505371
63.00,-86.74165344
63.25,-86.9924469
63.50,-87.06412506
63.75,-87.27054596
64.00,-87.68214417
64.25,-87.77084351
64.50,-87.26703644
