1457568000467090,26.5
1457568060466190,26.5
1457568120453790,26.5
1457568180447190,26.48333327
1457568240436550,26.44999981
1457568300422890,26.43333308
1457568360723010,26.39999962
1457568420705620,26.39999962
1457568480702030,26.39999962
1457568540691060,26.39999962
1457568600687450,26.38333289
1457568660680050,26.20000076
1457568720668410,26.25000032
1457568780957840,26.20000076
1457568840944880,26.20000076
1457568900937460,26.20000076
1457568960934590,26.20000076
1457569020922900,26.20000076
1457569080918530,26.18333403
1457569141207920,26.20000076
1457569201201240,26.1666673
1457569261189670,26.10000038
1457569321185940,26.10000038
1457569381169380,26.10000038
1457569441165610,26.10000038
1457569501455010,26.08333365
1457569561444340,26
1457569621440780,26
1457569681424050,26.01666673
1457569741423440,26
1457569801409750,26
1457569861403080,26
1457569921391270,25.98333327
1457569981689800,25.96666654
1457570041675920,25.93333308
1457570101672250,25.89999962
1457570161654840,25.91666635
1457570221651960,25.89999962
1457570281640290,25.88333289
1457570341632900,25.89999962
1457570401922980,25.91666635
1457570461919340,26
1457570521907700,25.98333327
1457570581895040,25.91666635
1457570641888340,25.89999962
1457570701883970,25.89999962
1457570761874080,25.88333289
1457570822162650,25.89999962
1457570882156090,25.89999962
1457570942143130,25.84999943
1457571002140650,25.81666597
1457571062131130,25.79999924
1457571122124390,25.79999924
1457571182110730,25.79999924
1457571242400070,25.79999924
1457571302399190,25.79999924
1457571362381720,25.79999924
1457571422379700,25.79999924
1457571482367460,25.78333282
1457571542363790,25.70000076
1457571602347140,25.70000076
1457571662647070,25.70000076
1457571722632810,25.63333384
1457571782622160,25.60000038
1457571842617210,25.60000038
1457571902612830,25.60000038
1457571962604900,25.51666673
1457572022894280,25.5
1457572082879860,25.51666673
1457572142873920,25.5
1457572202860240,25.48333327
1457572262858590,25.5
1457572322852190,25.5
1457572382836320,25.5
1457572443124890,25.5
1457572503123940,25.48333327
1457572563111270,25.44999981
1457572623105710,25.41666635
1457572683091230,25.36666616
1457572743090330,25.3333327
1457572803075910,25.39999962
1457572863375230,25.5
1457572923358480,25.5
1457572983357360,25.5
1457573043343250,25.5
1457573103337350,25.5
1457573163324690,25.5
1457573223613110,25.38333289
1457573283612220,25.31666597
1457573343597740,25.31666597
1457573403591710,25.29999924
1457573463580150,25.29999924
1457573523576790,25.29999924
