update_time,value_time,status,value
2016-03-21 21:21:44.498,2016-03-21 21:21:35.838,nominal,23.7099990845
2016-03-21 21:21:54.498,2016-03-21 21:21:45.839,nominal,23.7649993896
2016-03-21 21:22:04.498,2016-03-21 21:21:55.838,nominal,23.3899993896
2016-03-21 21:22:14.499,2016-03-21 21:22:05.838,nominal,22.9899997711
2016-03-21 21:22:24.498,2016-03-21 21:22:15.838,nominal,23.7199993134
2016-03-21 21:22:34.498,2016-03-21 21:22:25.838,nominal,23.6450004578
2016-03-21 21:22:44.498,2016-03-21 21:22:35.839,nominal,23.3950004578
2016-03-21 21:22:54.498,2016-03-21 21:22:45.838,nominal,22.1450004578
2016-03-21 21:23:04.498,2016-03-21 21:22:55.838,nominal,23.7299995422
2016-03-21 21:23:14.498,2016-03-21 21:23:05.838,nominal,22.8099994659
2016-03-21 21:23:24.498,2016-03-21 21:23:15.838,nominal,23.3999996185
2016-03-21 21:23:34.498,2016-03-21 21:23:25.838,nominal,22.9300003052
2016-03-21 21:23:44.498,2016-03-21 21:23:35.838,nominal,23.6700000763
2016-03-21 21:23:54.498,2016-03-21 21:23:45.838,nominal,22.8899993896
2016-03-21 21:24:04.498,2016-03-21 21:23:55.840,nominal,23.3950004578
2016-03-21 21:24:14.498,2016-03-21 21:24:05.838,nominal,23
2016-03-21 21:24:24.498,2016-03-21 21:24:15.838,nominal,22.8950004578
2016-03-21 21:24:34.499,2016-03-21 21:24:25.838,nominal,22.875
2016-03-21 21:24:44.498,2016-03-21 21:24:35.839,nominal,23.3950004578
2016-03-21 21:24:54.499,2016-03-21 21:24:45.838,nominal,23.6450004578
2016-03-21 21:25:04.498,2016-03-21 21:24:55.838,nominal,22.8700008392
2016-03-21 21:25:14.498,2016-03-21 21:25:05.838,nominal,22.8199996948
2016-03-21 21:25:24.498,2016-03-21 21:25:15.839,nominal,23.7199993134
2016-03-21 21:25:34.499,2016-03-21 21:25:25.838,nominal,23.6499996185
2016-03-21 21:25:44.498,2016-03-21 21:25:35.838,nominal,22.8649997711
2016-03-21 21:25:54.502,2016-03-21 21:25:45.838,nominal,22.0249996185
2016-03-21 21:26:04.499,2016-03-21 21:25:55.838,nominal,23.6900005341
2016-03-21 21:26:14.498,2016-03-21 21:26:05.839,nominal,23.6650009155
2016-03-21 21:26:24.498,2016-03-21 21:26:15.838,nominal,23.3799991608
2016-03-21 21:26:34.499,2016-03-21 21:26:25.839,nominal,21.9750003815
2016-03-21 21:26:44.498,2016-03-21 21:26:35.838,nominal,23.7049999237
2016-03-21 21:26:54.498,2016-03-21 21:26:45.838,nominal,22.8899993896
2016-03-21 21:27:04.498,2016-03-21 21:26:55.838,nominal,23.4200000763
2016-03-21 21:27:14.498,2016-03-21 21:27:05.846,nominal,22.2600002289
2016-03-21 21:27:24.498,2016-03-21 21:27:15.838,nominal,22.8899993896
2016-03-21 21:27:34.499,2016-03-21 21:27:25.838,nominal,22.8950004578
2016-03-21 21:27:44.498,2016-03-21 21:27:35.839,nominal,22.9300003052
2016-03-21 21:27:54.498,2016-03-21 21:27:45.839,nominal,22.3099994659
2016-03-21 21:28:04.498,2016-03-21 21:27:55.839,nominal,22.8799991608
2016-03-21 21:28:14.498,2016-03-21 21:28:05.838,nominal,22.875
2016-03-21 21:28:24.498,2016-03-21 21:28:15.838,nominal,23.7099990845
2016-03-21 21:28:34.498,2016-03-21 21:28:25.839,nominal,23.6650009155
2016-03-21 21:28:44.498,2016-03-21 21:28:35.838,nominal,22.8850002289
2016-03-21 21:28:54.498,2016-03-21 21:28:45.838,nominal,22.2250003815
2016-03-21 21:29:04.498,2016-03-21 21:28:55.839,nominal,23.7049999237
2016-03-21 21:29:14.498,2016-03-21 21:29:05.838,nominal,23.7199993134
2016-03-21 21:29:24.498,2016-03-21 21:29:15.838,nominal,22.8700008392
2016-03-21 21:29:34.498,2016-03-21 21:29:25.839,nominal,22.9799995422
2016-03-21 21:29:44.498,2016-03-21 21:29:35.839,nominal,23.6399993896
2016-03-21 21:29:54.498,2016-03-21 21:29:45.838,nominal,21.8999996185
2016-03-21 21:30:04.498,2016-03-21 21:29:55.842,nominal,22.9950008392
2016-03-21 21:30:14.498,2016-03-21 21:30:05.838,nominal,23.7199993134
2016-03-21 21:30:24.498,2016-03-21 21:30:15.838,nominal,23.1599998474
2016-03-21 21:30:34.498,2016-03-21 21:30:25.838,nominal,23.7049999237
2016-03-21 21:30:44.498,2016-03-21 21:30:35.839,nominal,21.9599990845
2016-03-21 21:30:54.498,2016-03-21 21:30:45.838,nominal,22.875
2016-03-21 21:31:04.498,2016-03-21 21:30:55.838,nominal,23.7250003815
2016-03-21 21:31:14.498,2016-03-21 21:31:05.838,nominal,23.6599998474
2016-03-21 21:31:24.498,2016-03-21 21:31:15.839,nominal,22.8799991608
2016-03-21 21:31:34.498,2016-03-21 21:31:25.838,nominal,23.7049999237
2016-03-21 21:31:44.498,2016-03-21 21:31:35.838,nominal,23.7350006104
2016-03-21 21:31:54.498,2016-03-21 21:31:45.838,nominal,22.8299999237
2016-03-21 21:32:04.498,2016-03-21 21:31:55.844,nominal,22.9449996948
2016-03-21 21:32:14.498,2016-03-21 21:32:05.839,nominal,23.6450004578
2016-03-21 21:32:24.498,2016-03-21 21:32:15.838,nominal,22.7099990845
2016-03-21 21:32:34.498,2016-03-21 21:32:25.838,nominal,22.8700008392
2016-03-21 21:32:44.498,2016-03-21 21:32:35.838,nominal,23.4799995422
2016-03-21 21:32:54.498,2016-03-21 21:32:45.838,nominal,23.6499996185
2016-03-21 21:33:04.498,2016-03-21 21:32:55.838,nominal,22.8850002289
2016-03-21 21:33:14.498,2016-03-21 21:33:05.838,nominal,23.0200004578
2016-03-21 21:33:24.499,2016-03-21 21:33:15.838,nominal,23.7600002289
2016-03-21 21:33:34.498,2016-03-21 21:33:25.838,nominal,23.7800006866
2016-03-21 21:33:44.498,2016-03-21 21:33:35.838,nominal,23.4249992371
2016-03-21 21:33:54.498,2016-03-21 21:33:45.838,nominal,23.0200004578
2016-03-21 21:34:04.498,2016-03-21 21:33:55.838,nominal,23.7800006866
2016-03-21 21:34:14.499,2016-03-21 21:34:05.838,nominal,22.8099994659
2016-03-21 21:34:24.498,2016-03-21 21:34:15.838,nominal,22.1849994659
2016-03-21 21:34:34.498,2016-03-21 21:34:25.839,nominal,23.7549991608
2016-03-21 21:34:44.498,2016-03-21 21:34:35.838,nominal,22.9200000763
2016-03-21 21:34:54.498,2016-03-21 21:34:45.839,nominal,22.8050003052
2016-03-21 21:35:04.498,2016-03-21 21:34:55.838,nominal,23.7800006866
2016-03-21 21:35:14.498,2016-03-21 21:35:05.838,nominal,22.9400005341
2016-03-21 21:35:24.498,2016-03-21 21:35:15.838,nominal,22.8250007629
2016-03-21 21:35:34.498,2016-03-21 21:35:25.838,nominal,23.4549999237
2016-03-21 21:35:44.498,2016-03-21 21:35:35.838,nominal,23.8099994659
2016-03-21 21:35:54.498,2016-03-21 21:35:45.839,nominal,22.9449996948
2016-03-21 21:36:04.498,2016-03-21 21:35:55.839,nominal,22.8299999237
2016-03-21 21:36:14.498,2016-03-21 21:36:05.838,nominal,23.8349990845
2016-03-21 21:36:24.498,2016-03-21 21:36:15.838,nominal,22.4750003815
2016-03-21 21:36:34.501,2016-03-21 21:36:25.838,nominal,22.9750003815
2016-03-21 21:36:44.499,2016-03-21 21:36:35.838,nominal,23.7900009155
2016-03-21 21:36:54.498,2016-03-21 21:36:45.838,nominal,23.8349990845
2016-03-21 21:37:04.498,2016-03-21 21:36:55.839,nominal,22.9449996948
2016-03-21 21:37:14.498,2016-03-21 21:37:05.838,nominal,23.0750007629
2016-03-21 21:37:24.498,2016-03-21 21:37:15.838,nominal,23.7399997711
2016-03-21 21:37:34.498,2016-03-21 21:37:25.838,nominal,23.7649993896
2016-03-21 21:37:44.498,2016-03-21 21:37:35.838,nominal,23.4850006104
2016-03-21 21:37:54.499,2016-03-21 21:37:45.838,nominal,22.9500007629
2016-03-21 21:38:04.498,2016-03-21 21:37:55.839,nominal,23.7900009155
2016-03-21 21:38:14.499,2016-03-21 21:38:05.838,nominal,22.8400001526
2016-03-21 21:38:24.498,2016-03-21 21:38:15.838,nominal,23.4799995422
2016-03-21 21:38:34.498,2016-03-21 21:38:25.838,nominal,23.0249996185
2016-03-21 21:38:44.498,2016-03-21 21:38:35.838,nominal,23.7749996185
2016-03-21 21:38:54.498,2016-03-21 21:38:45.839,nominal,22.8199996948
2016-03-21 21:39:04.498,2016-03-21 21:38:55.838,nominal,23.4349994659
2016-03-21 21:39:14.498,2016-03-21 21:39:05.838,nominal,23.7549991608
2016-03-21 21:39:24.498,2016-03-21 21:39:15.838,nominal,22.9449996948
2016-03-21 21:39:34.498,2016-03-21 21:39:25.838,nominal,23.4599990845
2016-03-21 21:39:44.498,2016-03-21 21:39:35.839,nominal,22.1849994659
2016-03-21 21:39:54.498,2016-03-21 21:39:45.838,nominal,22.9400005341
2016-03-21 21:40:04.498,2016-03-21 21:39:55.838,nominal,22.9449996948
2016-03-21 21:40:14.498,2016-03-21 21:40:05.838,nominal,23.4850006104
2016-03-21 21:40:24.498,2016-03-21 21:40:15.838,nominal,23.0699996948
2016-03-21 21:40:34.498,2016-03-21 21:40:25.838,nominal,22.9549999237
2016-03-21 21:40:44.498,2016-03-21 21:40:35.838,nominal,22.9050006866
2016-03-21 21:40:54.498,2016-03-21 21:40:45.838,nominal,23.4599990845
2016-03-21 21:41:04.498,2016-03-21 21:40:55.841,nominal,22.9950008392
2016-03-21 21:41:14.498,2016-03-21 21:41:05.838,nominal,22.9400005341
2016-03-21 21:41:24.498,2016-03-21 21:41:15.839,nominal,22.7999992371
2016-03-21 21:41:34.498,2016-03-21 21:41:25.838,nominal,23.4300003052
2016-03-21 21:41:44.498,2016-03-21 21:41:35.838,nominal,23.7800006866
2016-03-21 21:41:54.498,2016-03-21 21:41:45.838,nominal,22.9249992371
2016-03-21 21:42:04.498,2016-03-21 21:41:55.838,nominal,22.8199996948
2016-03-21 21:42:14.501,2016-03-21 21:42:05.838,nominal,23.8050003052
2016-03-21 21:42:24.498,2016-03-21 21:42:15.839,nominal,22.2099990845
2016-03-21 21:42:34.498,2016-03-21 21:42:25.838,nominal,22.9200000763
2016-03-21 21:42:44.499,2016-03-21 21:42:35.839,nominal,22.8199996948
2016-03-21 21:42:54.499,2016-03-21 21:42:45.838,nominal,23.8150005341
2016-03-21 21:43:04.498,2016-03-21 21:42:55.838,nominal,21.8700008392
2016-03-21 21:43:14.498,2016-03-21 21:43:05.839,nominal,22.9650001526
2016-03-21 21:43:24.498,2016-03-21 21:43:15.840,nominal,23.7450008392
2016-03-21 21:43:34.498,2016-03-21 21:43:25.839,nominal,23.7749996185
2016-03-21 21:43:44.498,2016-03-21 21:43:35.838,nominal,22.9699993134
2016-03-21 21:43:54.498,2016-03-21 21:43:45.838,nominal,22.9750003815
2016-03-21 21:44:04.498,2016-03-21 21:43:55.839,nominal,23.7299995422
2016-03-21 21:44:14.498,2016-03-21 21:44:05.844,nominal,23.8850002289
2016-03-21 21:44:24.498,2016-03-21 21:44:15.838,nominal,23.7549991608
2016-03-21 21:44:34.498,2016-03-21 21:44:25.838,nominal,23.2900009155
2016-03-21 21:44:44.498,2016-03-21 21:44:35.838,nominal,23.4500007629
2016-03-21 21:44:54.498,2016-03-21 21:44:45.838,nominal,23.6900005341
2016-03-21 21:45:04.499,2016-03-21 21:44:55.838,nominal,23.7749996185
2016-03-21 21:45:14.498,2016-03-21 21:45:05.838,nominal,23.5200004578
2016-03-21 21:45:24.498,2016-03-21 21:45:15.838,nominal,22.1849994659
2016-03-21 21:45:34.498,2016-03-21 21:45:25.838,nominal,23.8250007629
2016-03-21 21:45:44.498,2016-03-21 21:45:35.838,nominal,23.8799991608
2016-03-21 21:45:54.498,2016-03-21 21:45:45.838,nominal,23.4249992371
2016-03-21 21:46:04.498,2016-03-21 21:45:55.838,nominal,22.1499996185
2016-03-21 21:46:14.498,2016-03-21 21:46:05.838,nominal,23.8700008392
2016-03-21 21:46:24.498,2016-03-21 21:46:15.838,nominal,22.8950004578
2016-03-21 21:46:34.498,2016-03-21 21:46:25.838,nominal,23.5450000763
2016-03-21 21:46:44.498,2016-03-21 21:46:35.838,nominal,23.1299991608
2016-03-21 21:46:54.498,2016-03-21 21:46:45.838,nominal,23.8999996185
2016-03-21 21:47:04.498,2016-03-21 21:46:55.839,nominal,22.9200000763
2016-03-21 21:47:14.498,2016-03-21 21:47:05.838,nominal,22.25
2016-03-21 21:47:24.498,2016-03-21 21:47:15.838,nominal,23.8700008392
2016-03-21 21:47:34.498,2016-03-21 21:47:25.838,nominal,23.0300006866
2016-03-21 21:47:44.498,2016-03-21 21:47:35.838,nominal,23.5550003052
2016-03-21 21:47:54.498,2016-03-21 21:47:45.840,nominal,22.1399993896
2016-03-21 21:48:04.502,2016-03-21 21:47:55.839,nominal,23.0149993896
2016-03-21 21:48:14.498,2016-03-21 21:48:05.838,nominal,22.8950004578
2016-03-21 21:48:24.498,2016-03-21 21:48:15.838,nominal,23.5400009155
2016-03-21 21:48:34.498,2016-03-21 21:48:25.839,nominal,23.9150009155
2016-03-21 21:48:44.498,2016-03-21 21:48:35.838,nominal,23.0200004578
2016-03-21 21:48:54.498,2016-03-21 21:48:45.840,nominal,22.9150009155
2016-03-21 21:49:04.498,2016-03-21 21:48:55.838,nominal,23.5400009155
2016-03-21 21:49:14.498,2016-03-21 21:49:05.839,nominal,22.7150001526
2016-03-21 21:49:24.498,2016-03-21 21:49:15.840,nominal,23.0300006866
2016-03-21 21:49:34.498,2016-03-21 21:49:25.838,nominal,23.5550003052
2016-03-21 21:49:44.498,2016-03-21 21:49:35.838,nominal,23.9300003052
2016-03-21 21:49:54.498,2016-03-21 21:49:45.838,nominal,23.0200004578
2016-03-21 21:50:04.498,2016-03-21 21:49:55.838,nominal,22.9050006866
2016-03-21 21:50:14.498,2016-03-21 21:50:05.838,nominal,22.5149993896
2016-03-21 21:50:24.498,2016-03-21 21:50:15.838,nominal,23.0049991608
2016-03-21 21:50:34.499,2016-03-21 21:50:25.838,nominal,23.5650005341
2016-03-21 21:50:44.498,2016-03-21 21:50:35.838,nominal,22.2950000763
2016-03-21 21:50:54.498,2016-03-21 21:50:45.839,nominal,23.0149993896
2016-03-21 21:51:04.498,2016-03-21 21:50:55.839,nominal,23.2549991608
2016-03-21 21:51:14.498,2016-03-21 21:51:05.838,nominal,22.4099998474
2016-03-21 21:51:24.498,2016-03-21 21:51:15.838,nominal,22.9300003052
2016-03-21 21:51:34.498,2016-03-21 21:51:25.838,nominal,23.5249996185
2016-03-21 21:51:44.499,2016-03-21 21:51:35.839,nominal,22.0100002289
2016-03-21 21:51:54.498,2016-03-21 21:51:45.838,nominal,23
2016-03-21 21:52:04.498,2016-03-21 21:51:55.844,nominal,23.5149993896
2016-03-21 21:52:14.501,2016-03-21 21:52:05.838,nominal,23.5300006866
2016-03-21 21:52:24.498,2016-03-21 21:52:15.839,nominal,22.9950008392
2016-03-21 21:52:34.498,2016-03-21 21:52:25.838,nominal,23.3899993896
2016-03-21 21:52:44.498,2016-03-21 21:52:35.838,nominal,22.0100002289
2016-03-21 21:52:54.498,2016-03-21 21:52:45.838,nominal,22.9950008392
2016-03-21 21:53:04.498,2016-03-21 21:52:55.838,nominal,23.0149993896
2016-03-21 21:53:14.498,2016-03-21 21:53:05.839,nominal,23.5349998474
2016-03-21 21:53:24.498,2016-03-21 21:53:15.838,nominal,22.0499992371
2016-03-21 21:53:34.498,2016-03-21 21:53:25.838,nominal,23.0049991608
2016-03-21 21:53:44.498,2016-03-21 21:53:35.839,nominal,22.1049995422
2016-03-21 21:53:54.498,2016-03-21 21:53:45.838,nominal,22.4400005341
2016-03-21 21:54:04.498,2016-03-21 21:53:55.838,nominal,23.0049991608
2016-03-21 21:54:14.498,2016-03-21 21:54:05.838,nominal,23.4750003815
2016-03-21 21:54:24.498,2016-03-21 21:54:15.838,nominal,23.9050006866
2016-03-21 21:54:34.498,2016-03-21 21:54:25.839,nominal,22.8600006104
2016-03-21 21:54:44.498,2016-03-21 21:54:35.838,nominal,23.0200004578
2016-03-21 21:54:54.498,2016-03-21 21:54:45.838,nominal,23.8099994659
2016-03-21 21:55:04.498,2016-03-21 21:54:55.840,nominal,23.8099994659
2016-03-21 21:55:14.498,2016-03-21 21:55:05.838,nominal,22.6000003815
2016-03-21 21:55:24.498,2016-03-21 21:55:15.838,nominal,23.0149993896
2016-03-21 21:55:34.498,2016-03-21 21:55:25.838,nominal,23.7849998474
2016-03-21 21:55:44.498,2016-03-21 21:55:35.841,nominal,23.8349990845
2016-03-21 21:55:54.498,2016-03-21 21:55:45.838,nominal,23.9300003052
2016-03-21 21:56:04.498,2016-03-21 21:55:55.840,nominal,23.0499992371
2016-03-21 21:56:14.498,2016-03-21 21:56:05.838,nominal,23.1499996185
2016-03-21 21:56:24.498,2016-03-21 21:56:15.839,nominal,23.9500007629
2016-03-21 21:56:34.498,2016-03-21 21:56:25.838,nominal,22.9349994659
2016-03-21 21:56:44.498,2016-03-21 21:56:35.838,nominal,23.3999996185
2016-03-21 21:56:54.498,2016-03-21 21:56:45.838,nominal,23.9050006866
2016-03-21 21:57:04.498,2016-03-21 21:56:55.839,nominal,23.0349998474
2016-03-21 21:57:14.498,2016-03-21 21:57:05.838,nominal,22.9249992371
2016-03-21 21:57:24.498,2016-03-21 21:57:15.838,nominal,23.1399993896
2016-03-21 21:57:34.498,2016-03-21 21:57:25.838,nominal,23.0499992371
2016-03-21 21:57:44.498,2016-03-21 21:57:35.838,nominal,23.0650005341
2016-03-21 21:57:54.498,2016-03-21 21:57:45.838,nominal,23.5849990845
2016-03-21 21:58:04.498,2016-03-21 21:57:55.838,nominal,23.9099998474
2016-03-21 21:58:14.498,2016-03-21 21:58:05.839,nominal,23.0799999237
2016-03-21 21:58:24.498,2016-03-21 21:58:15.838,nominal,22.9650001526
2016-03-21 21:58:34.498,2016-03-21 21:58:25.838,nominal,23.9249992371
2016-03-21 21:58:44.498,2016-03-21 21:58:35.840,nominal,24
2016-03-21 21:58:54.498,2016-03-21 21:58:45.838,nominal,23.0949993134
2016-03-21 21:59:04.498,2016-03-21 21:58:55.838,nominal,23.0849990845
2016-03-21 21:59:14.498,2016-03-21 21:59:05.839,nominal,23.8349990845
2016-03-21 21:59:24.498,2016-03-21 21:59:15.838,nominal,23.9850006104
2016-03-21 21:59:34.499,2016-03-21 21:59:25.838,nominal,23.0949993134
2016-03-21 21:59:44.498,2016-03-21 21:59:35.839,nominal,23.2000007629
2016-03-21 21:59:54.498,2016-03-21 21:59:45.838,nominal,23.9300003052
2016-03-21 22:00:04.498,2016-03-21 21:59:55.838,nominal,23.9950008392
2016-03-21 22:00:14.498,2016-03-21 22:00:05.838,nominal,22.9799995422
2016-03-21 22:00:24.498,2016-03-21 22:00:15.838,nominal,22.7700004578
2016-03-21 22:00:34.498,2016-03-21 22:00:25.839,nominal,23.9599990845
2016-03-21 22:00:44.498,2016-03-21 22:00:35.839,nominal,23.0949993134
2016-03-21 22:00:54.498,2016-03-21 22:00:45.838,nominal,22.9799995422
2016-03-21 22:01:04.498,2016-03-21 22:00:55.838,nominal,23.6049995422
2016-03-21 22:01:14.498,2016-03-21 22:01:05.840,nominal,23.1800003052
2016-03-21 22:01:24.498,2016-03-21 22:01:15.838,nominal,23.1000003815
2016-03-21 22:01:34.498,2016-03-21 22:01:25.838,nominal,22.9750003815
2016-03-21 22:01:44.498,2016-03-21 22:01:35.839,nominal,23.6049995422
2016-03-21 22:01:54.498,2016-03-21 22:01:45.838,nominal,23.2000007629
2016-03-21 22:02:04.498,2016-03-21 22:01:55.839,nominal,23.0900001526
2016-03-21 22:02:14.498,2016-03-21 22:02:05.838,nominal,23.0550003052
2016-03-21 22:02:24.498,2016-03-21 22:02:15.838,nominal,23.625
2016-03-21 22:02:34.502,2016-03-21 22:02:25.838,nominal,23.7549991608
2016-03-21 22:02:44.498,2016-03-21 22:02:35.839,nominal,23.0949993134
2016-03-21 22:02:54.498,2016-03-21 22:02:45.838,nominal,23.0499992371
2016-03-21 22:03:04.498,2016-03-21 22:02:55.838,nominal,23.6200008392
2016-03-21 22:03:14.499,2016-03-21 22:03:05.839,nominal,24
2016-03-21 22:03:24.498,2016-03-21 22:03:15.839,nominal,23.1000003815
2016-03-21 22:03:34.498,2016-03-21 22:03:25.838,nominal,23.9599990845
2016-03-21 22:03:44.499,2016-03-21 22:03:35.838,nominal,23.9300003052
2016-03-21 22:03:54.498,2016-03-21 22:03:45.838,nominal,24.0049991608
2016-03-21 22:04:04.498,2016-03-21 22:03:55.838,nominal,23.0949993134
2016-03-21 22:04:14.498,2016-03-21 22:04:05.838,nominal,23.2299995422
2016-03-21 22:04:24.498,2016-03-21 22:04:15.838,nominal,23.8950004578
2016-03-21 22:04:34.498,2016-03-21 22:04:25.838,nominal,24.0200004578
2016-03-21 22:04:44.498,2016-03-21 22:04:35.839,nominal,23.6599998474
2016-03-21 22:04:54.498,2016-03-21 22:04:45.838,nominal,23.2450008392
2016-03-21 22:05:04.498,2016-03-21 22:04:55.838,nominal,23.6599998474
2016-03-21 22:05:14.498,2016-03-21 22:05:05.838,nominal,23.1800003052
2016-03-21 22:05:24.498,2016-03-21 22:05:15.838,nominal,23.9850006104
2016-03-21 22:05:34.498,2016-03-21 22:05:25.838,nominal,23.0450000763
2016-03-21 22:05:44.498,2016-03-21 22:05:35.838,nominal,23.6499996185
2016-03-21 22:05:54.498,2016-03-21 22:05:45.839,nominal,22.7399997711
2016-03-21 22:06:04.498,2016-03-21 22:05:55.838,nominal,23.9599990845
2016-03-21 22:06:14.498,2016-03-21 22:06:05.839,nominal,23.1200008392
2016-03-21 22:06:24.498,2016-03-21 22:06:15.838,nominal,23.6550006866
2016-03-21 22:06:34.498,2016-03-21 22:06:25.838,nominal,22.1650009155
2016-03-21 22:06:44.498,2016-03-21 22:06:35.838,nominal,23.1000003815
2016-03-21 22:06:54.498,2016-03-21 22:06:45.838,nominal,23.1200008392
2016-03-21 22:07:04.498,2016-03-21 22:06:55.838,nominal,23.0200004578
2016-03-21 22:07:14.498,2016-03-21 22:07:05.838,nominal,23.9650001526
2016-03-21 22:07:24.498,2016-03-21 22:07:15.838,nominal,23.1399993896
2016-03-21 22:07:34.498,2016-03-21 22:07:25.838,nominal,23.1650009155
2016-03-21 22:07:44.498,2016-03-21 22:07:35.839,nominal,24.0100002289
2016-03-21 22:07:54.498,2016-03-21 22:07:45.838,nominal,24.0450000763
2016-03-21 22:08:04.498,2016-03-21 22:07:55.838,nominal,23.1299991608
2016-03-21 22:08:14.498,2016-03-21 22:08:05.838,nominal,23.0049991608
2016-03-21 22:08:24.498,2016-03-21 22:08:15.839,nominal,23.9300003052
2016-03-21 22:08:34.498,2016-03-21 22:08:25.838,nominal,23.1299991608
2016-03-21 22:08:44.498,2016-03-21 22:08:35.838,nominal,23.0699996948
2016-03-21 22:08:54.498,2016-03-21 22:08:45.838,nominal,24.0049991608
2016-03-21 22:09:04.499,2016-03-21 22:08:55.839,nominal,24.0200004578
2016-03-21 22:09:14.499,2016-03-21 22:09:05.838,nominal,23.1550006866
2016-03-21 22:09:24.498,2016-03-21 22:09:15.838,nominal,23.9150009155
2016-03-21 22:09:34.498,2016-03-21 22:09:25.838,nominal,24.0650005341
2016-03-21 22:09:44.498,2016-03-21 22:09:35.839,nominal,23.1749992371
2016-03-21 22:09:54.498,2016-03-21 22:09:45.838,nominal,23.1049995422
2016-03-21 22:10:04.498,2016-03-21 22:09:55.838,nominal,24.0650005341
2016-03-21 22:10:14.498,2016-03-21 22:10:05.838,nominal,24.0849990845
2016-03-21 22:10:24.498,2016-03-21 22:10:15.838,nominal,23.2999992371
2016-03-21 22:10:34.498,2016-03-21 22:10:25.838,nominal,24.0100002289
2016-03-21 22:10:44.498,2016-03-21 22:10:35.838,nominal,24.0100002289
2016-03-21 22:10:54.498,2016-03-21 22:10:45.838,nominal,23.7150001526
2016-03-21 22:11:04.498,2016-03-21 22:10:55.838,nominal,23.3050003052
2016-03-21 22:11:14.498,2016-03-21 22:11:05.838,nominal,24.0799999237
2016-03-21 22:11:24.498,2016-03-21 22:11:15.838,nominal,23.7549991608
2016-03-21 22:11:34.498,2016-03-21 22:11:25.838,nominal,23.7150001526
2016-03-21 22:11:44.498,2016-03-21 22:11:35.838,nominal,23.3250007629
2016-03-21 22:11:54.498,2016-03-21 22:11:45.838,nominal,23.9650001526
2016-03-21 22:12:04.498,2016-03-21 22:11:55.839,nominal,23.0650005341
2016-03-21 22:12:14.498,2016-03-21 22:12:05.838,nominal,23.7199993134
2016-03-21 22:12:24.499,2016-03-21 22:12:15.838,nominal,23.9349994659
2016-03-21 22:12:34.498,2016-03-21 22:12:25.840,nominal,23.0349998474
2016-03-21 22:12:44.498,2016-03-21 22:12:35.839,nominal,23.6849994659
2016-03-21 22:12:54.498,2016-03-21 22:12:45.838,nominal,24.0650005341
2016-03-21 22:13:04.498,2016-03-21 22:12:55.838,nominal,23.1450004578
2016-03-21 22:13:14.498,2016-03-21 22:13:05.838,nominal,23.1100006104
2016-03-21 22:13:24.498,2016-03-21 22:13:15.838,nominal,23.6900005341
2016-03-21 22:13:34.498,2016-03-21 22:13:25.838,nominal,23
2016-03-21 22:13:44.498,2016-03-21 22:13:35.839,nominal,23.1599998474
2016-03-21 22:13:54.498,2016-03-21 22:13:45.839,nominal,23.0400009155
2016-03-21 22:14:04.498,2016-03-21 22:13:55.838,nominal,24.0349998474
2016-03-21 22:14:14.498,2016-03-21 22:14:05.838,nominal,23.5599994659
2016-03-21 22:14:24.499,2016-03-21 22:14:15.838,nominal,23.1650009155
2016-03-21 22:14:34.498,2016-03-21 22:14:25.839,nominal,24.0100002289
2016-03-21 22:14:44.498,2016-03-21 22:14:35.843,nominal,24.0550003052
2016-03-21 22:14:54.499,2016-03-21 22:14:45.838,nominal,23.4200000763
2016-03-21 22:15:04.498,2016-03-21 22:14:55.838,nominal,23.1450004578
2016-03-21 22:15:14.498,2016-03-21 22:15:05.838,nominal,23.25
2016-03-21 22:15:24.498,2016-03-21 22:15:15.839,nominal,24.0599994659
2016-03-21 22:15:34.498,2016-03-21 22:15:25.838,nominal,23.0799999237
2016-03-21 22:15:44.498,2016-03-21 22:15:35.840,nominal,23.3549995422
2016-03-21 22:15:54.498,2016-03-21 22:15:45.838,nominal,23.75
2016-03-21 22:16:04.498,2016-03-21 22:15:55.838,nominal,24.0349998474
2016-03-21 22:16:14.498,2016-03-21 22:16:05.839,nominal,23.0450000763
2016-03-21 22:16:24.498,2016-03-21 22:16:15.838,nominal,23.7250003815
2016-03-21 22:16:34.498,2016-03-21 22:16:25.838,nominal,24.0349998474
2016-03-21 22:16:44.498,2016-03-21 22:16:35.838,nominal,23.2000007629
2016-03-21 22:16:54.498,2016-03-21 22:16:45.839,nominal,23.0949993134
2016-03-21 22:17:04.498,2016-03-21 22:16:55.838,nominal,23.75
2016-03-21 22:17:14.498,2016-03-21 22:17:05.838,nominal,23.3199996948
2016-03-21 22:17:24.498,2016-03-21 22:17:15.839,nominal,23.1900005341
2016-03-21 22:17:34.498,2016-03-21 22:17:25.839,nominal,23.0799999237
2016-03-21 22:17:44.498,2016-03-21 22:17:35.838,nominal,23.7350006104
2016-03-21 22:17:54.498,2016-03-21 22:17:45.839,nominal,23.2399997711
2016-03-21 22:18:04.498,2016-03-21 22:17:55.840,nominal,23.2000007629
2016-03-21 22:18:14.498,2016-03-21 22:18:05.838,nominal,23.0699996948
2016-03-21 22:18:24.498,2016-03-21 22:18:15.839,nominal,24.0849990845
2016-03-21 22:18:34.498,2016-03-21 22:18:25.838,nominal,22.1949996948
